UF DO HOSPITAL;LOCAL_DE_INTERNAÇÃO;ANO_MÊS;CPF_DO_PACIENTE;TIPO_DE_INTERNAÇÃO;QTD_DE_DIAS;VALOR_PAGO
ESPIRITO SANTO;HOSPITAL X124;10/2020;123456862203;PARTO CESARIANA;1;568,39
ESPIRITO SANTO;HOSPITAL X124;10/2020;123456862206;PARTO CESARIANA;2;3175,04
BAHIA;HOSPITAL X125;10/2020;123456862209;PARTO CESARIANA;2;7839,60
AMAZONAS;HOSPITAL X126;10/2020;123456862212;PARTO NORMAL;2;10261,80
AMAZONAS;HOSPITAL X126;10/2020;123456862215;PARTO CESARIANA;2;8924,16
AMAZONAS;HOSPITAL X126;10/2020;123456862218;PARTO CESARIANA;2;9062,56
AMAZONAS;HOSPITAL X126;10/2020;123456862221;PARTO CESARIANA;1;7094,76
AMAZONAS;HOSPITAL X126;10/2020;123456862224;PARTO NORMAL;2;9596,20
AMAZONAS;HOSPITAL X126;10/2020;123456862227;PARTO CESARIANA;2;6783,28
AMAZONAS;HOSPITAL X126;10/2020;123456862230;PARTO NORMAL;1;12046,60
AMAZONAS;HOSPITAL X126;10/2020;123456862233;PARTO CESARIANA;2;5885,40
AMAZONAS;HOSPITAL X126;10/2020;123456862236;PARTO CESARIANA;5;20709,15
AMAZONAS;HOSPITAL X126;10/2020;123456862239;PARTO CESARIANA;3;9441,69
AMAZONAS;HOSPITAL X126;10/2020;123456862242;PARTO CESARIANA;2;6576,38
AMAZONAS;HOSPITAL X126;10/2020;123456862245;PARTO CESARIANA;6;8614,74
AMAZONAS;HOSPITAL X126;10/2020;123456862248;PARTO CESARIANA;2;8172,56
AMAZONAS;HOSPITAL X126;10/2020;123456862251;PARTO NORMAL;2;7880,90
AMAZONAS;HOSPITAL X126;10/2020;123456862254;PARTO CESARIANA;2;6834,66
PERNAMBUCO;HOSPITAL X127;10/2020;123456862257;PARTO CESARIANA;3;23920,51
RIO DE JANEIRO;HOSPITAL X128;10/2020;123456862260;PARTO CESARIANA;0;6066,24
RIO DE JANEIRO;HOSPITAL X128;10/2020;123456862263;PARTO CESARIANA;0;6066,24
RIO DE JANEIRO;HOSPITAL X128;10/2020;123456862266;PARTO CESARIANA;0;6822,37
ESPIRITO SANTO;HOSPITAL X129;10/2020;123456862269;PARTO CESARIANA;2;6413,58
ESPIRITO SANTO;HOSPITAL X129;10/2020;123456862272;PARTO NORMAL;1;4925,15
ESPIRITO SANTO;HOSPITAL X129;10/2020;123456862275;PARTO NORMAL;2;4891,09
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862278;PARTO CESARIANA;3;11888,89
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862281;PARTO CESARIANA;2;3518,44
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862284;PARTO CESARIANA;6;33100,47
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862287;PARTO CESARIANA;2;8906,00
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862290;PARTO CESARIANA;2;9653,03
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862293;PARTO CESARIANA;3;11462,32
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862296;PARTO CESARIANA;2;9982,50
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862299;PARTO NORMAL;1;12436,35
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862302;PARTO NORMAL;2;7320,44
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862305;PARTO NORMAL;1;7692,14
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862308;PARTO CESARIANA;2;9554,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862311;PARTO NORMAL;2;12783,52
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862314;PARTO CESARIANA;1;1466,11
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862317;PARTO CESARIANA;2;9558,66
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862320;PARTO CESARIANA;2;9662,78
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862323;PARTO NORMAL;1;11937,87
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862326;PARTO CESARIANA;2;9357,13
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862329;PARTO NORMAL;3;7703,15
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862332;PARTO CESARIANA;10;17774,15
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862335;PARTO CESARIANA;2;9087,73
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862338;PARTO CESARIANA;2;7903,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862341;PARTO CESARIANA;2;8874,19
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862344;PARTO CESARIANA;1;3739,61
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862347;PARTO NORMAL;2;11724,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862350;PARTO NORMAL;1;9688,48
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862353;PARTO NORMAL;1;6378,24
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862356;PARTO NORMAL;2;7576,19
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862359;PARTO CESARIANA;2;9016,63
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862362;PARTO CESARIANA;2;10266,74
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862365;PARTO CESARIANA;2;9533,31
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862368;PARTO CESARIANA;4;10505,70
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862371;PARTO CESARIANA;2;9690,23
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862374;PARTO CESARIANA;2;9357,13
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862377;PARTO CESARIANA;2;9726,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862380;PARTO CESARIANA;2;10694,23
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862383;PARTO CESARIANA;2;10776,50
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862386;PARTO NORMAL;4;8101,34
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862389;PARTO CESARIANA;2;9268,48
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862392;PARTO NORMAL;1;13256,73
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862395;PARTO CESARIANA;2;9077,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862398;PARTO CESARIANA;2;9260,30
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862401;PARTO CESARIANA;2;9056,08
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862404;PARTO CESARIANA;3;11292,79
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862407;PARTO CESARIANA;1;3687,27
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862410;PARTO CESARIANA;3;9965,86
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862413;PARTO CESARIANA;2;8927,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862416;PARTO CESARIANA;2;9306,90
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862419;PARTO CESARIANA;2;9240,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862422;PARTO CESARIANA;2;8569,00
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862425;PARTO CESARIANA;2;9278,21
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862428;PARTO CESARIANA;2;9248,45
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862431;PARTO CESARIANA;2;7572,90
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862434;PARTO NORMAL;1;9919,47
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862437;PARTO CESARIANA;2;10209,84
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862440;PARTO CESARIANA;2;9002,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862443;PARTO CESARIANA;2;8898,00
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862446;PARTO CESARIANA;2;8362,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862449;PARTO NORMAL;2;9605,43
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862452;PARTO CESARIANA;2;9315,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862455;PARTO CESARIANA;3;15203,11
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862458;PARTO CESARIANA;2;7651,80
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862461;PARTO CESARIANA;1;12905,59
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862464;PARTO CESARIANA;2;9976,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862467;PARTO CESARIANA;2;10370,68
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862470;PARTO CESARIANA;2;9286,03
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862473;PARTO CESARIANA;2;8638,15
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862476;PARTO NORMAL;2;9202,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862479;PARTO CESARIANA;3;8003,61
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862482;PARTO NORMAL;1;6157,94
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862485;PARTO CESARIANA;2;9358,98
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862488;PARTO NORMAL;2;9888,53
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862491;PARTO CESARIANA;2;9200,54
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862494;PARTO NORMAL;2;8528,45
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862497;PARTO CESARIANA;2;9316,73
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862500;PARTO CESARIANA;3;8587,34
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862503;PARTO CESARIANA;3;8490,69
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862506;PARTO CESARIANA;2;8695,44
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862509;PARTO CESARIANA;6;21473,35
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862512;PARTO CESARIANA;2;9680,48
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862515;PARTO NORMAL;2;11734,60
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862518;PARTO CESARIANA;2;8919,80
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862521;PARTO CESARIANA;3;10872,17
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862524;PARTO CESARIANA;2;9906,96
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862527;PARTO CESARIANA;2;10775,15
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862530;PARTO CESARIANA;2;10087,34
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862533;PARTO CESARIANA;2;8008,83
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862536;PARTO CESARIANA;2;10933,28
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862539;PARTO NORMAL;2;9556,15
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862542;PARTO CESARIANA;2;9990,30
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862545;PARTO CESARIANA;3;10151,91
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862548;PARTO NORMAL;1;9441,43
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862551;PARTO CESARIANA;2;9343,48
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862554;PARTO CESARIANA;2;8089,99
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862557;PARTO CESARIANA;3;10359,63
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862560;PARTO NORMAL;3;10443,41
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862563;PARTO CESARIANA;2;8828,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862566;PARTO CESARIANA;2;7903,65
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862569;PARTO CESARIANA;2;9680,20
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862572;PARTO NORMAL;1;11132,50
DISTRITO FEDERAL;HOSPITAL X13;10/2020;123456862575;PARTO NORMAL;2;9795,63
RIO GRANDE DO SUL;HOSPITAL X130;10/2020;123456862578;PARTO NORMAL;1;8119,82
AMAZONAS;HOSPITAL X131;10/2020;123456862581;PARTO CESARIANA;5;11366,15
AMAZONAS;HOSPITAL X131;10/2020;123456862584;PARTO CESARIANA;6;11559,64
AMAZONAS;HOSPITAL X131;10/2020;123456862587;PARTO CESARIANA;2;6851,48
AMAZONAS;HOSPITAL X131;10/2020;123456862590;PARTO CESARIANA;3;10244,72
AMAZONAS;HOSPITAL X131;10/2020;123456862593;PARTO CESARIANA;3;10351,93
PARAIBA;HOSPITAL X132;10/2020;123456862596;PARTO CESARIANA;1;10967,54
PARAIBA;HOSPITAL X132;10/2020;123456862599;PARTO CESARIANA;3;8250,15
PARAIBA;HOSPITAL X132;10/2020;123456862602;PARTO CESARIANA;2;8057,45
PARAIBA;HOSPITAL X132;10/2020;123456862605;PARTO CESARIANA;2;7218,35
PARAIBA;HOSPITAL X132;10/2020;123456862608;PARTO NORMAL;2;5826,49
SAO PAULO;HOSPITAL X133;10/2020;123456862611;PARTO CESARIANA;2;6641,74
SAO PAULO;HOSPITAL X133;10/2020;123456862614;PARTO CESARIANA;2;6526,99
SAO PAULO;HOSPITAL X133;10/2020;123456862617;PARTO CESARIANA;2;6144,49
SAO PAULO;HOSPITAL X133;10/2020;123456862620;PARTO NORMAL;2;5343,27
PERNAMBUCO;HOSPITAL X134;10/2020;123456862623;PARTO CESARIANA;2;5150,10
PERNAMBUCO;HOSPITAL X134;10/2020;123456862626;PARTO CESARIANA;1;5318,69
SAO PAULO;HOSPITAL X137;10/2020;123456862629;PARTO CESARIANA;1;4839,85
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862632;PARTO CESARIANA;1;8491,62
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862635;PARTO CESARIANA;2;4301,12
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862638;PARTO CESARIANA;9;27238,57
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862641;PARTO NORMAL;1;3101,20
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862644;PARTO CESARIANA;1;6910,80
RIO DE JANEIRO;HOSPITAL X139;10/2020;123456862647;PARTO CESARIANA;2;5942,77
SAO PAULO;HOSPITAL X14;10/2020;123456862650;PARTO NORMAL;3;4228,60
SAO PAULO;HOSPITAL X14;10/2020;123456862653;PARTO CESARIANA;2;4518,54
SAO PAULO;HOSPITAL X14;10/2020;123456862656;PARTO CESARIANA;1;7207,02
SAO PAULO;HOSPITAL X14;10/2020;123456862659;PARTO NORMAL;2;4026,10
SAO PAULO;HOSPITAL X14;10/2020;123456862662;PARTO NORMAL;3;4080,50
SAO PAULO;HOSPITAL X14;10/2020;123456862665;PARTO CESARIANA;2;6573,88
SAO PAULO;HOSPITAL X14;10/2020;123456862668;PARTO CESARIANA;2;5971,60
SAO PAULO;HOSPITAL X14;10/2020;123456862671;PARTO CESARIANA;2;4239,30
SAO PAULO;HOSPITAL X14;10/2020;123456862674;PARTO CESARIANA;2;4207,80
SAO PAULO;HOSPITAL X14;10/2020;123456862677;PARTO NORMAL;1;3984,50
SAO PAULO;HOSPITAL X14;10/2020;123456862680;PARTO CESARIANA;2;4135,80
SAO PAULO;HOSPITAL X14;10/2020;123456862683;PARTO CESARIANA;3;4207,80
SAO PAULO;HOSPITAL X14;10/2020;123456862686;PARTO CESARIANA;2;4135,80
SAO PAULO;HOSPITAL X14;10/2020;123456862689;PARTO CESARIANA;2;4473,00
RIO DE JANEIRO;HOSPITAL X140;10/2020;123456862692;PARTO CESARIANA;2;6629,38
RIO DE JANEIRO;HOSPITAL X140;10/2020;123456862695;PARTO CESARIANA;2;6676,58
RIO DE JANEIRO;HOSPITAL X140;10/2020;123456862698;PARTO CESARIANA;2;5412,21
RIO DE JANEIRO;HOSPITAL X140;10/2020;123456862701;PARTO CESARIANA;2;8424,46
RIO DE JANEIRO;HOSPITAL X140;10/2020;123456862704;PARTO CESARIANA;2;5548,69
RIO GRANDE DO SUL;HOSPITAL X143;10/2020;123456862707;PARTO CESARIANA;1;7247,67
SAO PAULO;HOSPITAL X144;10/2020;123456862710;PARTO NORMAL;2;4159,38
SAO PAULO;HOSPITAL X148;10/2020;123456862713;PARTO CESARIANA;2;7994,00
SAO PAULO;HOSPITAL X148;10/2020;123456862716;PARTO CESARIANA;2;8496,19
SAO PAULO;HOSPITAL X148;10/2020;123456862719;PARTO NORMAL;3;7774,10
MARANHAO;HOSPITAL X15;10/2020;123456862722;PARTO CESARIANA;2;6329,56
MARANHAO;HOSPITAL X15;10/2020;123456862725;PARTO CESARIANA;2;4501,69
MARANHAO;HOSPITAL X15;10/2020;123456862728;PARTO CESARIANA;1;4040,99
SANTA CATARINA;HOSPITAL X150;10/2020;123456862731;PARTO CESARIANA;3;6886,01
SANTA CATARINA;HOSPITAL X150;10/2020;123456862734;PARTO CESARIANA;4;6422,97
SANTA CATARINA;HOSPITAL X150;10/2020;123456862737;PARTO NORMAL;2;6595,92
RIO DE JANEIRO;HOSPITAL X151;10/2020;123456862740;PARTO CESARIANA;2;5016,49
RIO DE JANEIRO;HOSPITAL X151;10/2020;123456862743;PARTO CESARIANA;2;6041,65
RIO DE JANEIRO;HOSPITAL X151;10/2020;123456862746;PARTO CESARIANA;2;6191,65
RIO DE JANEIRO;HOSPITAL X151;10/2020;123456862749;PARTO CESARIANA;2;6155,38
MATO GROSSO DO SUL;HOSPITAL X152;10/2020;123456862752;PARTO CESARIANA;2;7916,71
MATO GROSSO DO SUL;HOSPITAL X152;10/2020;123456862755;PARTO CESARIANA;1;5365,76
MATO GROSSO DO SUL;HOSPITAL X152;10/2020;123456862758;PARTO CESARIANA;2;8121,36
BAHIA;HOSPITAL X155;10/2020;123456862761;PARTO CESARIANA;2;11160,42
MINAS GERAIS;HOSPITAL X156;10/2020;123456862764;PARTO CESARIANA;2;4856,02
MINAS GERAIS;HOSPITAL X156;10/2020;123456862767;PARTO CESARIANA;2;4539,07
MINAS GERAIS;HOSPITAL X156;10/2020;123456862770;PARTO CESARIANA;2;4856,02
SAO PAULO;HOSPITAL X157;10/2020;123456862773;PARTO NORMAL;2;5881,35
SAO PAULO;HOSPITAL X157;10/2020;123456862776;PARTO CESARIANA;2;6719,99
SAO PAULO;HOSPITAL X157;10/2020;123456862779;PARTO CESARIANA;3;9236,00
SAO PAULO;HOSPITAL X157;10/2020;123456862782;PARTO CESARIANA;2;6955,57
SAO PAULO;HOSPITAL X159;10/2020;123456862785;PARTO NORMAL;2;3859,51
SAO PAULO;HOSPITAL X159;10/2020;123456862788;PARTO NORMAL;2;3066,85
SAO PAULO;HOSPITAL X159;10/2020;123456862791;PARTO CESARIANA;3;9854,44
MARANHAO;HOSPITAL X16;10/2020;123456862794;PARTO CESARIANA;2;7171,93
MARANHAO;HOSPITAL X16;10/2020;123456862797;PARTO CESARIANA;2;8197,61
MARANHAO;HOSPITAL X16;10/2020;123456862800;PARTO CESARIANA;2;8063,32
MARANHAO;HOSPITAL X16;10/2020;123456862803;PARTO CESARIANA;2;6825,40
MARANHAO;HOSPITAL X16;10/2020;123456862806;PARTO CESARIANA;2;7594,68
MARANHAO;HOSPITAL X16;10/2020;123456862809;PARTO CESARIANA;4;8783,39
MARANHAO;HOSPITAL X16;10/2020;123456862812;PARTO CESARIANA;2;5473,69
MARANHAO;HOSPITAL X16;10/2020;123456862815;PARTO CESARIANA;4;8716,75
MARANHAO;HOSPITAL X16;10/2020;123456862818;PARTO CESARIANA;2;5637,47
MARANHAO;HOSPITAL X16;10/2020;123456862821;PARTO CESARIANA;2;6047,88
MARANHAO;HOSPITAL X16;10/2020;123456862824;PARTO CESARIANA;2;7396,00
MARANHAO;HOSPITAL X16;10/2020;123456862827;PARTO CESARIANA;2;7759,47
MARANHAO;HOSPITAL X16;10/2020;123456862830;PARTO CESARIANA;2;7365,16
MARANHAO;HOSPITAL X16;10/2020;123456862833;PARTO CESARIANA;2;7286,04
MARANHAO;HOSPITAL X16;10/2020;123456862836;PARTO CESARIANA;2;4661,00
MARANHAO;HOSPITAL X16;10/2020;123456862839;PARTO CESARIANA;2;5760,52
MARANHAO;HOSPITAL X16;10/2020;123456862842;PARTO CESARIANA;2;7773,11
MARANHAO;HOSPITAL X16;10/2020;123456862845;PARTO CESARIANA;2;7700,09
MARANHAO;HOSPITAL X16;10/2020;123456862848;PARTO CESARIANA;2;7391,33
MARANHAO;HOSPITAL X16;10/2020;123456862851;PARTO CESARIANA;2;7176,46
MARANHAO;HOSPITAL X16;10/2020;123456862854;PARTO CESARIANA;2;5199,50
MARANHAO;HOSPITAL X16;10/2020;123456862857;PARTO CESARIANA;2;5101,57
CEARA;HOSPITAL X160;10/2020;123456862860;PARTO CESARIANA;1;7307,70
CEARA;HOSPITAL X160;10/2020;123456862863;PARTO CESARIANA;1;5366,77
CEARA;HOSPITAL X160;10/2020;123456862866;PARTO CESARIANA;1;5769,75
CEARA;HOSPITAL X160;10/2020;123456862869;PARTO CESARIANA;1;7161,98
CEARA;HOSPITAL X160;10/2020;123456862872;PARTO NORMAL;1;4114,50
SAO PAULO;HOSPITAL X161;10/2020;123456862875;PARTO CESARIANA;2;5699,65
SANTA CATARINA;HOSPITAL X162;10/2020;123456862878;PARTO CESARIANA;2;8590,41
SANTA CATARINA;HOSPITAL X162;10/2020;123456862881;PARTO CESARIANA;2;5595,20
PERNAMBUCO;HOSPITAL X166;10/2020;123456862884;PARTO CESARIANA;1;2953,16
PERNAMBUCO;HOSPITAL X166;10/2020;123456862887;PARTO CESARIANA;2;2953,16
MINAS GERAIS;HOSPITAL X168;10/2020;123456862890;PARTO NORMAL;1;3363,17
SAO PAULO;HOSPITAL X169;10/2020;123456862893;PARTO CESARIANA;2;12749,58
SAO PAULO;HOSPITAL X17;10/2020;123456862896;PARTO NORMAL;3;7201,10
SAO PAULO;HOSPITAL X17;10/2020;123456862899;PARTO CESARIANA;3;6418,30
SAO PAULO;HOSPITAL X17;10/2020;123456862902;PARTO NORMAL;2;7737,20
SAO PAULO;HOSPITAL X17;10/2020;123456862905;PARTO NORMAL;2;7047,20
SAO PAULO;HOSPITAL X17;10/2020;123456862908;PARTO CESARIANA;3;5754,20
SAO PAULO;HOSPITAL X17;10/2020;123456862911;PARTO NORMAL;3;6707,10
SAO PAULO;HOSPITAL X17;10/2020;123456862914;PARTO NORMAL;3;8231,20
SAO PAULO;HOSPITAL X17;10/2020;123456862917;PARTO CESARIANA;2;6079,40
SAO PAULO;HOSPITAL X17;10/2020;123456862920;PARTO CESARIANA;2;6262,30
SAO PAULO;HOSPITAL X17;10/2020;123456862923;PARTO CESARIANA;2;14851,40
SAO PAULO;HOSPITAL X17;10/2020;123456862926;PARTO CESARIANA;2;6375,16
SAO PAULO;HOSPITAL X17;10/2020;123456862929;PARTO CESARIANA;2;7197,60
SAO PAULO;HOSPITAL X17;10/2020;123456862932;PARTO CESARIANA;2;6039,40
SAO PAULO;HOSPITAL X17;10/2020;123456862935;PARTO NORMAL;2;7047,20
SAO PAULO;HOSPITAL X17;10/2020;123456862938;PARTO CESARIANA;2;6079,40
SAO PAULO;HOSPITAL X17;10/2020;123456862941;PARTO NORMAL;3;7047,20
SAO PAULO;HOSPITAL X17;10/2020;123456862944;PARTO CESARIANA;2;6079,40
SAO PAULO;HOSPITAL X17;10/2020;123456862947;PARTO CESARIANA;3;6466,36
SAO PAULO;HOSPITAL X17;10/2020;123456862950;PARTO CESARIANA;4;7277,60
SAO PAULO;HOSPITAL X17;10/2020;123456862953;PARTO CESARIANA;2;7358,80
SAO PAULO;HOSPITAL X17;10/2020;123456862956;PARTO CESARIANA;2;6222,40
SAO PAULO;HOSPITAL X17;10/2020;123456862959;PARTO CESARIANA;2;6222,40
SAO PAULO;HOSPITAL X17;10/2020;123456862962;PARTO CESARIANA;2;6222,40
SAO PAULO;HOSPITAL X17;10/2020;123456862965;PARTO CESARIANA;3;14553,00
SAO PAULO;HOSPITAL X17;10/2020;123456862968;PARTO CESARIANA;2;6282,20
SAO PAULO;HOSPITAL X17;10/2020;123456862971;PARTO NORMAL;2;6952,20
SAO PAULO;HOSPITAL X17;10/2020;123456862974;PARTO CESARIANA;2;7358,80
SAO PAULO;HOSPITAL X17;10/2020;123456862977;PARTO CESARIANA;2;6466,36
SAO PAULO;HOSPITAL X17;10/2020;123456862980;PARTO CESARIANA;2;7278,80
SAO PAULO;HOSPITAL X17;10/2020;123456862983;PARTO CESARIANA;2;7794,40
SAO PAULO;HOSPITAL X170;10/2020;123456862986;PARTO CESARIANA;3;6546,06
RIO DE JANEIRO;HOSPITAL X171;10/2020;123456862989;PARTO CESARIANA;2;9074,26
SAO PAULO;HOSPITAL X172;10/2020;123456862992;PARTO CESARIANA;1;9453,96
SAO PAULO;HOSPITAL X173;10/2020;123456862995;PARTO CESARIANA;2;5424,08
SAO PAULO;HOSPITAL X173;10/2020;123456862998;PARTO NORMAL;3;6408,64
SAO PAULO;HOSPITAL X173;10/2020;123456863001;PARTO CESARIANA;2;5424,08
SAO PAULO;HOSPITAL X173;10/2020;123456863004;PARTO CESARIANA;2;5424,08
SAO PAULO;HOSPITAL X173;10/2020;123456863007;PARTO NORMAL;3;5504,32
RIO DE JANEIRO;HOSPITAL X174;10/2020;123456863010;PARTO CESARIANA;2;6704,62
RIO DE JANEIRO;HOSPITAL X174;10/2020;123456863013;PARTO CESARIANA;2;4130,14
RIO DE JANEIRO;HOSPITAL X174;10/2020;123456863016;PARTO CESARIANA;2;5603,10
RIO DE JANEIRO;HOSPITAL X174;10/2020;123456863019;PARTO CESARIANA;1;5742,01
SAO PAULO;HOSPITAL X175;10/2020;123456863022;PARTO NORMAL;2;10119,60
SAO PAULO;HOSPITAL X175;10/2020;123456863025;PARTO CESARIANA;2;5799,02
RIO GRANDE DO SUL;HOSPITAL X176;10/2020;123456863028;PARTO CESARIANA;2;10521,19
RIO GRANDE DO SUL;HOSPITAL X176;10/2020;123456863031;PARTO CESARIANA;2;11761,47
RIO GRANDE DO SUL;HOSPITAL X176;10/2020;123456863034;PARTO CESARIANA;2;10746,42
RIO GRANDE DO SUL;HOSPITAL X176;10/2020;123456863037;PARTO CESARIANA;3;10956,49
PARANA;HOSPITAL X177;10/2020;123456863040;PARTO CESARIANA;2;6685,31
ALAGOAS;HOSPITAL X178;10/2020;123456863043;PARTO CESARIANA;2;3224,48
ALAGOAS;HOSPITAL X178;10/2020;123456863046;PARTO CESARIANA;2;7966,93
ALAGOAS;HOSPITAL X178;10/2020;123456863049;PARTO CESARIANA;1;4718,81
ALAGOAS;HOSPITAL X178;10/2020;123456863052;PARTO CESARIANA;2;8070,89
ALAGOAS;HOSPITAL X178;10/2020;123456863055;PARTO CESARIANA;2;11017,70
ALAGOAS;HOSPITAL X178;10/2020;123456863058;PARTO NORMAL;2;5381,24
ALAGOAS;HOSPITAL X178;10/2020;123456863061;PARTO CESARIANA;2;9086,87
ALAGOAS;HOSPITAL X178;10/2020;123456863064;PARTO CESARIANA;2;3838,16
ALAGOAS;HOSPITAL X178;10/2020;123456863067;PARTO CESARIANA;2;10920,01
